sample_id	source_repo	source_accession	organism	tissue	organ	ecotype	developmental_stage	spaceflight_condition	gravity	light_regime	tropism_type	hardware	mission	growth_temperature	genotype	assay_type	raw_file	processed_file
763ch4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763cm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763cm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763cm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763cm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763cr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763cr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763cr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763cr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763pc1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763pc2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763pc3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763pc4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763ph1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763ph2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763ph3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763ph4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763pm1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763pm2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763pm3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763pm4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763pr1	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763pr2	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763pr3	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
763pr4	OSDR	OSD-480	Arabidopsis thaliana		seedling			Space Flight			gravitropism	European Modular Cultivation System (EMCS)			pgm-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-480_unnormalized_counts.csv
20220218_MEM-MIX3_Frac1	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_MEM-MIX3_Frac2	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_MEM-MIX3_Frac3	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_MEM-MIX3_Frac4	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_MEM-MIX3_Frac5.raw	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_MEM-MIX3_Frac6	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_MEM-MIX4_Frac1	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_MEM-MIX4_Frac2	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_MEM-MIX4_Frac3	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_MEM-MIX4_Frac4	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_MEM-MIX4_Frac5	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_MEM-MIX4_Frac6	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_SOL-MIX1_Frac1	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_SOL-MIX1_Frac2	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_SOL-MIX1_Frac3	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_SOL-MIX1_Frac4	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_SOL-MIX1_Frac5	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_SOL-MIX1_Frac6	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_SOL-MIX2_Frac1	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_SOL-MIX2_Frac2	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_SOL-MIX2_Frac3	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_SOL-MIX2_Frac4	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_SOL-MIX2_Frac5	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
20220218_SOL-MIX2_Frac6	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
FT-A2_S7_L001	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
FT-B2_S8_L001	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
FT-C2_S9_L001	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
FT-D2_S10_L001	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
FT-E2_S11_L001	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
FT-F2_S12_L001	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
GC-A2_S1_L001	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
GC-B2_S2_L001	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
GC-C2_S3_L001	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
GC-D2_S4_L001	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
GC-E2_S5_L001	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
GC-F2_S6_L001	OSDR	OSD-522	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism					RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-522_unnormalized_counts.csv
Flight_Col-0_Dark_bio_rep1	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_Col-0_Dark_bio_rep2	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_Col-0_Dark_bio_rep3	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_Col-0_Light_bio_rep1	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_Col-0_Light_bio_rep2	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_Col-0_Light_bio_rep3	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_Ws_Dark_bio_rep1	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_Ws_Dark_bio_rep2	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_Ws_Dark_bio_rep3	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_Ws_Light_bio_rep1	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_Ws_Light_bio_rep2	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_Ws_Light_bio_rep3	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_phyD_Dark_bio_rep1	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	phyD mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_phyD_Dark_bio_rep2	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	phyD mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_phyD_Dark_bio_rep3	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	phyD mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_phyD_Light_bio_rep1	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	phyD mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_phyD_Light_bio_rep2	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	phyD mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Flight_phyD_Light_bio_rep3	OSDR	OSD-678	Arabidopsis thaliana		seedling			Space Flight			gravitropism	Petri Dish		ambient temperature	phyD mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_Col-0_Dark_bio_rep1	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_Col-0_Dark_bio_rep2	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_Col-0_Dark_bio_rep3	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_Col-0_Light_bio_rep1	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_Col-0_Light_bio_rep2	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_Col-0_Light_bio_rep3	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_Ws_Dark_bio_rep1	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_Ws_Dark_bio_rep2	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_Ws_Dark_bio_rep3	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_Ws_Light_bio_rep1	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_Ws_Light_bio_rep2	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_Ws_Light_bio_rep3	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_phyD_Dark_bio_rep1	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	phyD mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
Ground_control_phyD_Dark_bio_rep2	OSDR	OSD-678	Arabidopsis thaliana		seedling			Ground Control			gravitropism	Petri Dish		ambient temperature	phyD mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-678_unnormalized_counts.csv
